sample_id,species,relative_abundance,data_source,kefir type,group
TG_ID082_WG_T5_S131,Lacticaseibacillus paracasei,47.3121,This study,WG,water
TG_ID082_WG_T5_S131,Lacticaseibacillus paracasei,47.3121,This study,WG,water
TG_ID082_WG_T5_S131,Lacticaseibacillus paracasei,47.3121,This study,WG,water
TG_ID082_WG_T5_S131,Lacticaseibacillus paracasei,47.3121,This study,WG,water
TG_ID082_WL_T1_S305,Lacticaseibacillus paracasei,1.57571,This study,WL,water
TG_ID082_WL_T1_S305,Lacticaseibacillus paracasei,1.57571,This study,WL,water
TG_ID082_WL_T2_S345,Lacticaseibacillus paracasei,6.11618,This study,WL,water
TG_ID082_WL_T2_S345,Lacticaseibacillus paracasei,6.11618,This study,WL,water
TG_ID082_WL_T3_S400,Lacticaseibacillus paracasei,25.2692,This study,WL,water
TG_ID082_WL_T3_S400,Lacticaseibacillus paracasei,25.2692,This study,WL,water
TG_ID082_WL_T4_S84,Saccharomyces cerevisiae,4.75932,This study,WL,water
TG_ID082_WL_T4_S84,Saccharomyces cerevisiae,4.75932,This study,WL,water
TG_ID082_WL_T4_S84,Saccharomyces cerevisiae,4.75932,This study,WL,water
TG_ID082_WL_T4_S84,Saccharomyces cerevisiae,4.75932,This study,WL,water
TG_ID082_WL_T5_S405,Gluconobacter oxydans,9.41642,This study,WL,water
TG_ID082_WL_T5_S405,Gluconobacter oxydans,9.41642,This study,WL,water
TG_ID083_WG_T1_S3,Lacticaseibacillus paracasei,28.674,This study,WG,water
TG_ID083_WG_T1_S3,Lacticaseibacillus paracasei,28.674,This study,WG,water
TG_ID083_WG_T1_S3,Lacticaseibacillus paracasei,28.674,This study,WG,water
TG_ID083_WG_T1_S3,Lacticaseibacillus paracasei,28.674,This study,WG,water
TG_ID083_WG_T1_S342,Lacticaseibacillus paracasei,29.1933,This study,WG,water
TG_ID083_WG_T1_S342,Lacticaseibacillus paracasei,29.1933,This study,WG,water
TG_ID083_WG_T2_S357,Lentilactobacillus hilgardii,12.8999,This study,WG,water
TG_ID083_WG_T2_S357,Lentilactobacillus hilgardii,12.8999,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T3_S170,Lentilactobacillus hilgardii,15.8603,This study,WG,water
TG_ID083_WG_T4_S39,Lentilactobacillus hilgardii,4.56125,This study,WG,water
TG_ID083_WG_T4_S39,Lentilactobacillus hilgardii,4.56125,This study,WG,water
TG_ID083_WG_T4_S39,Lentilactobacillus hilgardii,4.56125,This study,WG,water
TG_ID083_WG_T4_S39,Lentilactobacillus hilgardii,4.56125,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WG_T5_S17,Lacticaseibacillus paracasei,31.0579,This study,WG,water
TG_ID083_WL_T1_S317,Lacticaseibacillus paracasei,33.0449,This study,WL,water
TG_ID083_WL_T1_S317,Lacticaseibacillus paracasei,33.0449,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T3_S182,Lacticaseibacillus paracasei,10.9083,This study,WL,water
TG_ID083_WL_T4_S40,Oenococcus oeni,8.96779,This study,WL,water
TG_ID083_WL_T4_S40,Oenococcus oeni,8.96779,This study,WL,water
TG_ID083_WL_T4_S40,Oenococcus oeni,8.96779,This study,WL,water
TG_ID083_WL_T4_S40,Oenococcus oeni,8.96779,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID083_WL_T5_S29,Lacticaseibacillus paracasei,15.4232,This study,WL,water
TG_ID084_WG_T1_S354,Lentilactobacillus hilgardii,14.6067,This study,WG,water
TG_ID084_WG_T1_S354,Lentilactobacillus hilgardii,14.6067,This study,WG,water
TG_ID084_WG_T2_S381,Saccharomyces cerevisiae,5.1641,This study,WG,water
TG_ID084_WG_T2_S381,Saccharomyces cerevisiae,5.1641,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T3_S146,Saccharomyces cerevisiae,4.93007,This study,WG,water
TG_ID084_WG_T4_S132,Lactococcus lactis,3.80348,This study,WG,water
TG_ID084_WG_T4_S132,Lactococcus lactis,3.80348,This study,WG,water
TG_ID084_WG_T4_S132,Lactococcus lactis,3.80348,This study,WG,water
TG_ID084_WG_T4_S132,Lactococcus lactis,3.80348,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T5_S41,Lactococcus lactis,6.18452,This study,WG,water
TG_ID084_WG_T6_S133,Lactococcus lactis,7.30082,This study,WG,water
TG_ID084_WG_T6_S133,Lactococcus lactis,7.30082,This study,WG,water
TG_ID084_WG_T6_S133,Lactococcus lactis,7.30082,This study,WG,water
TG_ID084_WG_T6_S133,Lactococcus lactis,7.30082,This study,WG,water
TG_ID084_WL_T1_S329,Pichia kudriavzevii,0.853722,This study,WL,water
TG_ID084_WL_T1_S329,Pichia kudriavzevii,0.853722,This study,WL,water
TG_ID084_WL_T2_S369,Leclercia adecarboxylata,44.4866,This study,WL,water
TG_ID084_WL_T2_S369,Leclercia adecarboxylata,44.4866,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T3_S158,Leclercia adecarboxylata,1.94456,This study,WL,water
TG_ID084_WL_T4_S149,Lactococcus lactis,35.2905,This study,WL,water
TG_ID084_WL_T4_S149,Lactococcus lactis,35.2905,This study,WL,water
TG_ID084_WL_T4_S149,Lactococcus lactis,35.2905,This study,WL,water
TG_ID084_WL_T4_S149,Lactococcus lactis,35.2905,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID084_WL_T5_S53,Lacticaseibacillus paracasei,8.08473,This study,WL,water
TG_ID085_WG_T1_S366,Lacticaseibacillus paracasei,25.4765,This study,WG,water
TG_ID085_WG_T1_S366,Lacticaseibacillus paracasei,25.4765,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T2_S123,Lentilactobacillus hilgardii,15.0992,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T3_S99,Lacticaseibacillus paracasei,6.70974,This study,WG,water
TG_ID085_WG_T4_S41,Lacticaseibacillus paracasei,7.32882,This study,WG,water
TG_ID085_WG_T4_S41,Lacticaseibacillus paracasei,7.32882,This study,WG,water
TG_ID085_WG_T4_S41,Lacticaseibacillus paracasei,7.32882,This study,WG,water
TG_ID085_WG_T4_S41,Lacticaseibacillus paracasei,7.32882,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WG_T5_S65,Lacticaseibacillus paracasei,8.08143,This study,WG,water
TG_ID085_WL_T1_S341,Lacticaseibacillus paracasei,32.1188,This study,WL,water
TG_ID085_WL_T1_S341,Lacticaseibacillus paracasei,32.1188,This study,WL,water
TG_ID085_WL_T2_S298,Lacticaseibacillus paracasei,2.85174,This study,WL,water
TG_ID085_WL_T2_S298,Lacticaseibacillus paracasei,2.85174,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T3_S111,Lacticaseibacillus paracasei,4.07235,This study,WL,water
TG_ID085_WL_T4_S42,Lacticaseibacillus paracasei,8.54297,This study,WL,water
TG_ID085_WL_T4_S42,Lacticaseibacillus paracasei,8.54297,This study,WL,water
TG_ID085_WL_T4_S42,Lacticaseibacillus paracasei,8.54297,This study,WL,water
TG_ID085_WL_T4_S42,Lacticaseibacillus paracasei,8.54297,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID085_WL_T5_S77,Lacticaseibacillus paracasei,13.4903,This study,WL,water
TG_ID086_WG_T1_S378,Lentilactobacillus hilgardii,8.88515,This study,WG,water
TG_ID086_WG_T1_S378,Lentilactobacillus hilgardii,8.88515,This study,WG,water
TG_ID086_WG_T2_S356,Klebsiella grimontii,6.02873,This study,WG,water
TG_ID086_WG_T2_S356,Klebsiella grimontii,6.02873,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T3_S135,Lentilactobacillus hilgardii,4.9855,This study,WG,water
TG_ID086_WG_T4_S43,Acinetobacter ursingii,3.94585,This study,WG,water
TG_ID086_WG_T4_S43,Acinetobacter ursingii,3.94585,This study,WG,water
TG_ID086_WG_T4_S43,Acinetobacter ursingii,3.94585,This study,WG,water
TG_ID086_WG_T4_S43,Acinetobacter ursingii,3.94585,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WG_T5_S89,Agrobacterium tumefaciens,7.13078,This study,WG,water
TG_ID086_WL_T1_S353,Acinetobacter johnsonii,8.19414,This study,WL,water
TG_ID086_WL_T1_S353,Acinetobacter johnsonii,8.19414,This study,WL,water
TG_ID086_WL_T2_S310,Klebsiella grimontii,17.759,This study,WL,water
TG_ID086_WL_T2_S310,Klebsiella grimontii,17.759,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T3_S147,Comamonas testosteroni,20.3188,This study,WL,water
TG_ID086_WL_T4_S44,Acinetobacter ursingii,19.1242,This study,WL,water
TG_ID086_WL_T4_S44,Acinetobacter ursingii,19.1242,This study,WL,water
TG_ID086_WL_T4_S44,Acinetobacter ursingii,19.1242,This study,WL,water
TG_ID086_WL_T4_S44,Acinetobacter ursingii,19.1242,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID086_WL_T5_S6,Agrobacterium tumefaciens,17.6767,This study,WL,water
TG_ID087_WG_T1_S295,Lacticaseibacillus paracasei,31.5177,This study,WG,water
TG_ID087_WG_T1_S295,Lacticaseibacillus paracasei,31.5177,This study,WG,water
TG_ID087_WG_T2_S334,Lentilactobacillus hilgardii,21.076,This study,WG,water
TG_ID087_WG_T2_S334,Lentilactobacillus hilgardii,21.076,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T3_S159,Lentilactobacillus hilgardii,22.244,This study,WG,water
TG_ID087_WG_T4_S45,Lentilactobacillus hilgardii,19.193,This study,WG,water
TG_ID087_WG_T4_S45,Lentilactobacillus hilgardii,19.193,This study,WG,water
TG_ID087_WG_T4_S45,Lentilactobacillus hilgardii,19.193,This study,WG,water
TG_ID087_WG_T4_S45,Lentilactobacillus hilgardii,19.193,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WG_T5_S18,Lentilactobacillus hilgardii,24.0155,This study,WG,water
TG_ID087_WL_T1_S365,Lacticaseibacillus paracasei,65.1096,This study,WL,water
TG_ID087_WL_T1_S365,Lacticaseibacillus paracasei,65.1096,This study,WL,water
TG_ID087_WL_T2_S322,Leuconostoc citreum,12.1539,This study,WL,water
TG_ID087_WL_T2_S322,Leuconostoc citreum,12.1539,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T3_S171,Lentilactobacillus hilgardii,4.34437,This study,WL,water
TG_ID087_WL_T4_S46,Gluconobacter oxydans,2.85197,This study,WL,water
TG_ID087_WL_T4_S46,Gluconobacter oxydans,2.85197,This study,WL,water
TG_ID087_WL_T4_S46,Gluconobacter oxydans,2.85197,This study,WL,water
TG_ID087_WL_T4_S46,Gluconobacter oxydans,2.85197,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID087_WL_T5_S30,Lentilactobacillus hilgardii,5.34526,This study,WL,water
TG_ID088_WG_T1_S307,Lacticaseibacillus paracasei,35.372,This study,WG,water
TG_ID088_WG_T1_S307,Lacticaseibacillus paracasei,35.372,This study,WG,water
TG_ID088_WG_T2_S368,Lacticaseibacillus paracasei,32.7172,This study,WG,water
TG_ID088_WG_T2_S368,Lacticaseibacillus paracasei,32.7172,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T3_S183,Lacticaseibacillus paracasei,21.0222,This study,WG,water
TG_ID088_WG_T4_S47,Lacticaseibacillus paracasei,9.3223,This study,WG,water
TG_ID088_WG_T4_S47,Lacticaseibacillus paracasei,9.3223,This study,WG,water
TG_ID088_WG_T4_S47,Lacticaseibacillus paracasei,9.3223,This study,WG,water
TG_ID088_WG_T4_S47,Lacticaseibacillus paracasei,9.3223,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WG_T5_S42,Lentilactobacillus hilgardii,23.7256,This study,WG,water
TG_ID088_WL_T1_S377,Lacticaseibacillus paracasei,35.7938,This study,WL,water
TG_ID088_WL_T1_S377,Lacticaseibacillus paracasei,35.7938,This study,WL,water
TG_ID088_WL_T2_S346,Leuconostoc gelidum,33.5719,This study,WL,water
TG_ID088_WL_T2_S346,Leuconostoc gelidum,33.5719,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T3_S100,Leuconostoc gelidum,21.9324,This study,WL,water
TG_ID088_WL_T4_S48,Lentilactobacillus hilgardii,0.424508,This study,WL,water
TG_ID088_WL_T4_S48,Lentilactobacillus hilgardii,0.424508,This study,WL,water
TG_ID088_WL_T4_S48,Lentilactobacillus hilgardii,0.424508,This study,WL,water
TG_ID088_WL_T4_S48,Lentilactobacillus hilgardii,0.424508,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID088_WL_T5_S54,Lacticaseibacillus paracasei,0.897142,This study,WL,water
TG_ID089_WG_T1_S319,Lacticaseibacillus paracasei,4.39736,This study,WG,water
TG_ID089_WG_T1_S319,Lacticaseibacillus paracasei,4.39736,This study,WG,water
TG_ID089_WG_T2_S380,Lacticaseibacillus paracasei,41.1582,This study,WG,water
TG_ID089_WG_T2_S380,Lacticaseibacillus paracasei,41.1582,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T3_S112,Lacticaseibacillus paracasei,50.8344,This study,WG,water
TG_ID089_WG_T4_S49,Lacticaseibacillus paracasei,48.5091,This study,WG,water
TG_ID089_WG_T4_S49,Lacticaseibacillus paracasei,48.5091,This study,WG,water
TG_ID089_WG_T4_S49,Lacticaseibacillus paracasei,48.5091,This study,WG,water
TG_ID089_WG_T4_S49,Lacticaseibacillus paracasei,48.5091,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WG_T5_S66,Lacticaseibacillus paracasei,40.8478,This study,WG,water
TG_ID089_WL_T1_S294,Acinetobacter johnsonii,14.5526,This study,WL,water
TG_ID089_WL_T1_S294,Acinetobacter johnsonii,14.5526,This study,WL,water
TG_ID089_WL_T2_S358,Lacticaseibacillus paracasei,32.8157,This study,WL,water
TG_ID089_WL_T2_S358,Lacticaseibacillus paracasei,32.8157,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T3_S124,Lacticaseibacillus paracasei,38.5527,This study,WL,water
TG_ID089_WL_T4_S50,Lacticaseibacillus paracasei,33.6914,This study,WL,water
TG_ID089_WL_T4_S50,Lacticaseibacillus paracasei,33.6914,This study,WL,water
TG_ID089_WL_T4_S50,Lacticaseibacillus paracasei,33.6914,This study,WL,water
TG_ID089_WL_T4_S50,Lacticaseibacillus paracasei,33.6914,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID089_WL_T5_S78,Lacticaseibacillus paracasei,25.0193,This study,WL,water
TG_ID090_WG_T1_S331,Lentilactobacillus hilgardii,14.3111,This study,WG,water
TG_ID090_WG_T1_S331,Lentilactobacillus hilgardii,14.3111,This study,WG,water
TG_ID090_WG_T2_S297,Lacticaseibacillus paracasei,46.7547,This study,WG,water
TG_ID090_WG_T2_S297,Lacticaseibacillus paracasei,46.7547,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T3_S136,Lacticaseibacillus paracasei,56.2137,This study,WG,water
TG_ID090_WG_T4_S51,Lacticaseibacillus paracasei,49.8011,This study,WG,water
TG_ID090_WG_T4_S51,Lacticaseibacillus paracasei,49.8011,This study,WG,water
TG_ID090_WG_T4_S51,Lacticaseibacillus paracasei,49.8011,This study,WG,water
TG_ID090_WG_T4_S51,Lacticaseibacillus paracasei,49.8011,This study,WG,water
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
