genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
WK_TG_ID056_merged_T1_metawrap_bin_reassembly_original_bins_bin.8.fa,163_1,0.010000000000000009,average,ANImf,163
WK_TG_ID056_merged_T2_metawrap_bin_reassembly_original_bins_bin.3.fa,163_1,0.010000000000000009,average,ANImf,163
WK_TG_ID056_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,163_1,0.010000000000000009,average,ANImf,163
MK_TG_ID049_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,164_1,0.010000000000000009,average,ANImf,164
MK_TG_ID050_merged_T2_metawrap_bin_reassembly_original_bins_bin.7.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID049_ML_T3_S115_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID049_ML_T6_S33_metawrap_bin_reassembly_original_bins_bin.2.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID050_ML_T2_S144_metawrap_bin_reassembly_original_bins_bin.2.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID056_WG_T3_S59_metawrap_bin_reassembly_original_bins_bin.5.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID056_WL_T2_S47_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,164_1,0.010000000000000009,average,ANImf,164
TG_ID056_WL_T4_S34_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,164_1,0.010000000000000009,average,ANImf,164
WK_TG_ID056_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,164_1,0.010000000000000009,average,ANImf,164
WK_TG_ID056_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.12.strict.fa,164_1,0.010000000000000009,average,ANImf,164
WK_TG_ID056_merged_T4_metawrap_bin_reassembly_original_bins_bin.1.fa,164_1,0.010000000000000009,average,ANImf,164
WK026_metawrap_bin_reassembly_original_bins_bin.8.fa,165_1,0.010000000000000009,average,ANImf,165
WK031_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,165_1,0.010000000000000009,average,ANImf,165
MK001_A_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK005_B_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK006_Bala_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK008_C_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK009_CAN_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK010_CHN_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK011_Chris_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK012_COC_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK013_Cro_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK014_D_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK016_EGT_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
MK017_E.M_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK018_Eng_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK021_FR-A_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK023_G_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK024_Ger_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK025_Ger-B_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK031_GRK-A_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
MK034_H_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK035_I_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK038_IRL-E_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK039_IRL-X_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK042_ITA_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK043_JO_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK050_Meg_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK053_Rus_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK053_Rus_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK054_SA_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_A8_S8_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_B12_S24_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_B8_S20_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_F8_S68_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_G4_S76_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_H9_S93_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_H9_S93_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_J12_S120_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_J1_S109_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
MK_L12_S19_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_N9_S40_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK_O4_S47_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_P4_S59_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_P9_S64_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK_R1_S80_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_R4_S83_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_S12_S103_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_S5_S96_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK_T4_S107_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID009_merged_T1_metawrap_bin_reassembly_original_bins_bin.7.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID009_merged_T2_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID009_merged_T6_metawrap_bin_reassembly_original_bins_bin.7.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID010_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID010_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID010_merged_T3_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID010_merged_T4_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID010_merged_T5_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID011_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID014_merged_T2_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID014_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID036_merged_T5_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID042_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID042_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID042_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID050_merged_T2_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID050_merged_T3_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID050_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID050_merged_T5_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID050_merged_T6_metawrap_bin_reassembly_original_bins_bin.8.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID052_merged_T3_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID053_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID054_merged_T2_metawrap_bin_reassembly_original_bins_bin.7.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID054_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID054_merged_T4_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID054_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID054_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID115_merged_T1_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID115_merged_T2_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID115_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID115_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,165_2,0.010000000000000009,average,ANImf,165
MK_TG_ID115_merged_T6_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
MK_V2_S63_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
MK_k10_S5_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID009_ML_T1_S139_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID009_ML_T2_S296_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID009_ML_T6_S28_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID010_MG_T2_S299_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID010_ML_T3_S108_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID010_ML_T4_S80_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID010_ML_T5_S120_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID011_ML_T3_S113_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID014_ML_T2_S4_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID014_ML_T3_S81_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID036_ML_T5_S149_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID042_MG_T4_S170_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID042_ML_T3_S138_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID042_ML_T6_S172_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID043_ML_T2_S186_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID050_ML_T2_S144_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID050_ML_T3_S156_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID050_ML_T4_S82_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID050_ML_T5_S168_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID050_ML_T6_S179_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID052_ML_T3_S76_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID052_ML_T4_S156_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID053_MG_T1_S359_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID053_ML_T2_S348_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID054_ML_T2_S163_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID054_ML_T3_S360_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID054_ML_T4_S58_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID054_ML_T5_S10_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_MG_T1_S93_metawrap_bin_reassembly_original_bins_bin.5.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_MG_T2_S94_metawrap_bin_reassembly_original_bins_bin.6.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_MG_T3_S95_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_ML_T4_S125_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_ML_T5_S126_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,165_2,0.010000000000000009,average,ANImf,165
TG_ID115_ML_T6_S127_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
WK009_metawrap_bin_reassembly_original_bins_bin.14.fa,165_2,0.010000000000000009,average,ANImf,165
WK010_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,165_2,0.010000000000000009,average,ANImf,165
WK011_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
WK017_metawrap_bin_reassembly_original_bins_bin.1.fa,165_2,0.010000000000000009,average,ANImf,165
WK019_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,165_2,0.010000000000000009,average,ANImf,165
WK021_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,165_2,0.010000000000000009,average,ANImf,165
WK027_metawrap_bin_reassembly_original_bins_bin.4.fa,165_2,0.010000000000000009,average,ANImf,165
WK048_metawrap_bin_reassembly_original_bins_bin.2.fa,165_2,0.010000000000000009,average,ANImf,165
WK051_metawrap_bin_reassembly_original_bins_bin.3.fa,165_2,0.010000000000000009,average,ANImf,165
WK054_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,165_2,0.010000000000000009,average,ANImf,165
WK062_metawrap_bin_reassembly_original_bins_bin.11.fa,165_2,0.010000000000000009,average,ANImf,165
MK026_Ger-C_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,166_1,0.010000000000000009,average,ANImf,166
MK027_Ger-D_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,166_1,0.010000000000000009,average,ANImf,166
MK028_Ger-E_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,166_1,0.010000000000000009,average,ANImf,166
MK029_Ger-F_metawrap_bin_reassembly_original_bins_bin.3.fa,166_1,0.010000000000000009,average,ANImf,166
MK_V10_S71_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,166_1,0.010000000000000009,average,ANImf,166
MK_V6_S67_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,166_1,0.010000000000000009,average,ANImf,166
MK_W2_S75_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,166_1,0.010000000000000009,average,ANImf,166
MK_W6_S79_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,166_1,0.010000000000000009,average,ANImf,166
MK033_Grk-C_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,166_2,0.010000000000000009,average,ANImf,166
MK_TG_ID020_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,166_2,0.010000000000000009,average,ANImf,166
TG_ID020_ML_T2_S300_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,166_2,0.010000000000000009,average,ANImf,166
WK002_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,166_2,0.010000000000000009,average,ANImf,166
WK050_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,166_2,0.010000000000000009,average,ANImf,166
MK_TG_ID053_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,166_3,0.010000000000000009,average,ANImf,166
TG_ID053_ML_T5_S114_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,166_3,0.010000000000000009,average,ANImf,166
WK032_metawrap_bin_reassembly_original_bins_bin.7.fa,166_3,0.010000000000000009,average,ANImf,166
WK010_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,166_4,0.010000000000000009,average,ANImf,166
TG_ID103_WL_T4_S158_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,166_5,0.010000000000000009,average,ANImf,166
WK023_metawrap_bin_reassembly_original_bins_bin.4.fa,166_5,0.010000000000000009,average,ANImf,166
WK_TG_ID103_merged_T4_metawrap_bin_reassembly_original_bins_bin.3.fa,166_5,0.010000000000000009,average,ANImf,166
TG_ID083_WL_T3_S182_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,166_6,0.010000000000000009,average,ANImf,166
WK_TG_ID083_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,166_6,0.010000000000000009,average,ANImf,166
WK003_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,166_7,0.010000000000000009,average,ANImf,166
WK017_metawrap_bin_reassembly_original_bins_bin.10.fa,166_7,0.010000000000000009,average,ANImf,166
WK018_metawrap_bin_reassembly_original_bins_bin.14.fa,166_7,0.010000000000000009,average,ANImf,166
WK019_metawrap_bin_reassembly_original_bins_bin.8.fa,166_7,0.010000000000000009,average,ANImf,166
WK034_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,166_7,0.010000000000000009,average,ANImf,166
WK058_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,166_7,0.010000000000000009,average,ANImf,166
MK_TG_ID049_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,166_8,0.010000000000000009,average,ANImf,166
TG_ID049_ML_T3_S115_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,166_8,0.010000000000000009,average,ANImf,166
TG_ID090_WL_T2_S370_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,166_9,0.010000000000000009,average,ANImf,166
TG_ID090_WL_T3_S148_metawrap_bin_reassembly_original_bins_bin.3.fa,166_9,0.010000000000000009,average,ANImf,166
WK048_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,166_9,0.010000000000000009,average,ANImf,166
WK_TG_ID090_merged_T2_metawrap_bin_reassembly_original_bins_bin.2.fa,166_9,0.010000000000000009,average,ANImf,166
WK_TG_ID090_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,166_9,0.010000000000000009,average,ANImf,166
TG_ID113_WL_T3_S73_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,166_10,0.010000000000000009,average,ANImf,166
WK_TG_ID113_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,166_10,0.010000000000000009,average,ANImf,166
WK001T_metawrap_bin_reassembly_original_bins_bin.5.fa,166_11,0.010000000000000009,average,ANImf,166
WK001_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,166_11,0.010000000000000009,average,ANImf,166
WK009_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,166_12,0.010000000000000009,average,ANImf,166
WK033_metawrap_bin_reassembly_original_bins_bin.14.fa,166_12,0.010000000000000009,average,ANImf,166
WK053_metawrap_bin_reassembly_original_bins_bin.6.fa,166_12,0.010000000000000009,average,ANImf,166
WK051_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,166_13,0.010000000000000009,average,ANImf,166
WK045_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,166_14,0.010000000000000009,average,ANImf,166
TG_ID088_WG_T2_S368_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,167_1,0.010000000000000009,average,ANImf,167
TG_ID088_WG_T3_S183_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,167_1,0.010000000000000009,average,ANImf,167
WK_TG_ID088_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,167_1,0.010000000000000009,average,ANImf,167
WK_TG_ID088_merged_T3_metawrap_bin_reassembly_original_bins_bin.2.fa,167_1,0.010000000000000009,average,ANImf,167
MK_TG_ID012_merged_T2_metawrap_bin_reassembly_original_bins_bin.9.fa,168_1,0.010000000000000009,average,ANImf,168
MK_TG_ID032_merged_T3_metawrap_bin_reassembly_original_bins_bin.1.fa,168_1,0.010000000000000009,average,ANImf,168
MK_TG_ID052_merged_T3_metawrap_bin_reassembly_original_bins_bin.7.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID012_ML_T2_S308_metawrap_bin_reassembly_original_bins_bin.7.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID032_MG_T3_S166_metawrap_bin_reassembly_original_bins_bin.1.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID032_ML_T2_S324_metawrap_bin_reassembly_original_bins_bin.4.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID052_ML_T3_S76_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID084_WG_T6_S133_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID084_WL_T5_S53_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID087_WL_T2_S322_metawrap_bin_reassembly_original_bins_bin.2.fa,168_1,0.010000000000000009,average,ANImf,168
TG_ID087_WL_T3_S171_metawrap_bin_reassembly_original_bins_bin.5.fa,168_1,0.010000000000000009,average,ANImf,168
WK028_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,168_1,0.010000000000000009,average,ANImf,168
WK_TG_ID083_merged_T3_metawrap_bin_reassembly_original_bins_bin.10.fa,168_1,0.010000000000000009,average,ANImf,168
WK_TG_ID084_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,168_1,0.010000000000000009,average,ANImf,168
WK_TG_ID084_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,168_1,0.010000000000000009,average,ANImf,168
WK_TG_ID087_merged_T2_metawrap_bin_reassembly_original_bins_bin.1.fa,168_1,0.010000000000000009,average,ANImf,168
WK_TG_ID087_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,168_1,0.010000000000000009,average,ANImf,168
WK001_metawrap_bin_reassembly_original_bins_bin.7.fa,169_0,0.010000000000000009,average,ANImf,169
MK007_Bel_metawrap_bin_reassembly_original_bins_bin.4.fa,170_1,0.010000000000000009,average,ANImf,170
MK008_C_metawrap_bin_reassembly_original_bins_bin.1.fa,170_1,0.010000000000000009,average,ANImf,170
MK017_E.M_metawrap_bin_reassembly_original_bins_bin.1.fa,170_1,0.010000000000000009,average,ANImf,170
MK021_FR-A_metawrap_bin_reassembly_original_bins_bin.5.fa,170_1,0.010000000000000009,average,ANImf,170
MK024_Ger_metawrap_bin_reassembly_original_bins_bin.7.fa,170_1,0.010000000000000009,average,ANImf,170
MK031_GRK-A_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK036_In-A_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK042_ITA_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK046_L.B_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK054_SA_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK057_T_3.1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,170_1,0.010000000000000009,average,ANImf,170
MK058_T_3.2_metawrap_bin_reassembly_original_bins_bin.6.fa,170_1,0.010000000000000009,average,ANImf,170
MK059_T_3.3_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,170_1,0.010000000000000009,average,ANImf,170
