sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
TG_ID049_ML_T5_S139,12.6551,2.47994e-05,0.000396791,0.000462923,0.00783662,0.0231544,0.00167809,3.30659e-05,1.6533e-05,0.0013805,0.0405884,0.00254608,0.817844,NA,NA,6.61318e-05,0.00181863,0.000338926,9.91977e-05,5.78653e-05,0.000710917,0.000438123,0.000132264,2.47994e-05,0.000214928,0.000314126,NA,0.000132264,0.000115731,8.26648e-06,0.00044639,8.26648e-06,NA,8.26648e-06,NA,0.000884513,0.000223195,7.43983e-05,9.09313e-05,4.13324e-05,1.6533e-05,0.00014053,0.00016533,3.30659e-05,1.6533e-05,4.13324e-05,0.000198395,0.0013309,3.30659e-05,7.43983e-05,0.000495989,0.000653052,4.13324e-05,NA,8.26648e-06,0.000901046,0.000148797,0.000107464,0.000330659,4.13324e-05,0.000297593,4.95989e-05,0.00028106,8.26648e-06,9.91977e-05,0.000578653,NA,8.26648e-06,0.000123997,0.000628252,NA,0.00287673,0.00014053,0.000380258,8.26648e-06,2.47994e-05,0.000396791,8.26648e-06,0.000619986,4.95989e-05,NA,NA,8.26648e-06,NA,0.000173596,7.43983e-05,2.47994e-05,0.000148797,2.47994e-05,8.26648e-06,0.00014053,3.30659e-05,NA,NA,4.95989e-05,NA,0.000123997,NA,NA,NA,6.61318e-05,NA,0.1525,8.26648e-06,1.6533e-05,NA,NA,NA,3.30659e-05,NA,NA,NA,NA,NA,0.000264527,8.26648e-06,4.13324e-05,NA,NA,NA,NA,NA,6.61318e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_ML_T3_S115,0.256545,NA,0.00012857,0.00671995,0.00822851,0.00696423,0.000471425,NA,2.57141e-05,0.000479996,0.0145799,0.000634281,0.0462596,2.57141e-05,NA,4.71425e-05,0.00119999,0.00021857,0.000179999,0.000231427,0.000325712,0.00123428,2.99998e-05,0.00015857,0.000227141,0.00069428,4.28568e-06,0.000668566,3.85711e-05,NA,0.000274284,8.57136e-06,4.28568e-06,4.28568e-06,NA,0.00165427,0.00056571,0.000411425,1.71427e-05,8.99993e-05,1.2857e-05,0.000107142,0.000471425,0.000115713,5.57138e-05,0.000145713,3.85711e-05,0.00136285,0.000102856,0.000299998,0.000171427,0.000372854,0.00110999,4.28568e-06,2.14284e-05,0.000227141,0.000428568,0.000248569,0.000154284,3.85711e-05,0.00197141,0.000179999,9.85707e-05,8.57136e-06,5.99995e-05,0.000154284,NA,1.2857e-05,0.000715709,0.000364283,NA,0.00106285,0.000102856,0.000261427,1.71427e-05,NA,0.000222855,9.85707e-05,0.000214284,6.85709e-05,8.57136e-05,4.28568e-06,NA,NA,2.14284e-05,4.28568e-06,3.85711e-05,2.99998e-05,1.71427e-05,1.2857e-05,5.57138e-05,2.99998e-05,NA,NA,0.000162856,2.14284e-05,0.000454282,NA,8.57136e-06,2.99998e-05,5.57138e-05,1.71427e-05,0.412775,NA,NA,NA,1.71427e-05,4.28568e-06,4.28568e-05,4.28568e-06,NA,NA,NA,4.28568e-06,0.000325712,NA,1.2857e-05,NA,NA,0.00268712,NA,4.28568e-05,6.85709e-05,1.71427e-05,NA,NA,NA,NA,NA,NA,3.85711e-05,8.57136e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_ML_T1_S104,2.93771,NA,5.09806e-05,0.00234511,0.0358903,0.00402747,0.000305884,NA,NA,0.000254903,0.0102981,0.000509806,0.00938043,0.000101961,NA,0.000152942,0.000764709,0.000407845,0.000152942,0.000203922,5.09806e-05,0.000305884,NA,0.000152942,0.000101961,0.000254903,5.09806e-05,0.000662748,0.000101961,0.000101961,0.000152942,NA,5.09806e-05,NA,NA,0.000305884,0.000203922,0.000203922,NA,0.000203922,NA,5.09806e-05,0.00224315,NA,0.000101961,0.000305884,0.000152942,0.000713728,NA,0.000101961,5.09806e-05,0.000101961,0.000611767,NA,5.09806e-05,0.000203922,0.000101961,NA,0.000356864,5.09806e-05,NA,5.09806e-05,5.09806e-05,NA,5.09806e-05,NA,NA,NA,NA,0.000203922,NA,0.000509806,0.000101961,0.000407845,NA,NA,0.000101961,NA,0.000254903,5.09806e-05,0.000101961,5.09806e-05,5.09806e-05,NA,NA,NA,NA,NA,NA,NA,0.000203922,NA,NA,NA,0.000101961,NA,0.000152942,5.09806e-05,NA,0.000101961,0.000305884,NA,0.094569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000101961,NA,0.000152942,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000101961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_MG_T6_S134,0.00858164,NA,5.66196e-06,3.5859e-05,0.000385013,0.000256675,0.000230253,NA,9.43659e-06,4.52956e-05,0.000364252,1.50985e-05,0.00224968,0.000332168,NA,0.000215154,4.1521e-05,3.77464e-06,0.000235915,4.34083e-05,3.01971e-05,0.000347267,0.000160422,2.64225e-05,0.000586956,0.0114806,NA,1.88732e-05,3.77464e-06,NA,0.000339717,NA,NA,NA,NA,0.00170425,0.00320467,0.000167971,NA,3.01971e-05,1.88732e-06,9.43659e-06,6.60561e-05,1.50985e-05,1.13239e-05,3.39717e-05,2.45351e-05,0.000132112,2.83098e-05,6.41688e-05,1.69859e-05,0.000181183,2.45351e-05,3.01971e-05,NA,7.54927e-06,7.73801e-05,1.88732e-05,9.43659e-06,7.54927e-06,0.00102104,0.00054166,2.26478e-05,3.77464e-06,5.66196e-06,9.43659e-06,NA,NA,0.000277436,1.88732e-05,NA,3.39717e-05,5.09576e-05,0.000539773,5.66196e-06,1.88732e-06,8.11547e-05,NA,3.39717e-05,1.88732e-06,3.77464e-05,NA,NA,NA,1.88732e-06,NA,3.77464e-06,NA,3.77464e-06,NA,7.54927e-05,3.77464e-06,1.88732e-06,NA,0.000224591,7.54927e-06,0.00496176,NA,NA,NA,NA,1.50985e-05,9.80544,NA,NA,NA,NA,NA,4.90703e-05,NA,NA,NA,NA,NA,3.77464e-06,NA,NA,1.88732e-06,NA,NA,NA,NA,NA,1.13239e-05,NA,NA,NA,NA,NA,NA,0.000496365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_MG_T5_S127,0.0131454,NA,NA,0.00044978,0.00139859,0.000157587,0.000131323,NA,1.64153e-05,5.25291e-05,0.000295476,9.8492e-06,0.00529887,5.25291e-05,NA,0.000518725,7.87936e-05,NA,0.00195342,4.9246e-05,1.31323e-05,0.000466196,0.000495743,6.56613e-06,0.000111624,0.0121276,NA,9.52089e-05,NA,NA,8.20767e-05,3.28307e-06,NA,NA,NA,0.000357854,0.000328307,0.000302042,NA,NA,NA,6.56613e-06,3.61137e-05,3.61137e-05,9.8492e-06,4.59629e-05,9.8492e-06,0.000305325,4.26799e-05,9.52089e-05,2.95476e-05,0.000101775,2.95476e-05,3.28307e-06,NA,9.8492e-06,0.000114907,5.90952e-05,1.96984e-05,3.28307e-06,0.000971788,7.55105e-05,1.31323e-05,3.28307e-06,3.28307e-05,6.56613e-06,NA,NA,0.0004071,8.53597e-05,NA,2.29815e-05,0.000157587,7.87936e-05,NA,NA,4.9246e-05,2.29815e-05,1.96984e-05,NA,4.59629e-05,NA,NA,NA,9.8492e-06,NA,NA,NA,NA,NA,0.000216682,1.96984e-05,NA,NA,0.000357854,6.56613e-06,0.00407757,NA,NA,NA,NA,6.56613e-06,13.2665,NA,NA,NA,NA,NA,3.61137e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29815e-05,NA,1.64153e-05,NA,NA,NA,NA,NA,NA,0.00115236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_MG_T3_S103,0.0306244,NA,6.13839e-06,7.05915e-05,0.000616908,6.75223e-05,0.000171875,NA,NA,1.84152e-05,0.000141183,3.0692e-05,0.000178013,1.84152e-05,NA,0.000205636,3.37611e-05,2.76228e-05,0.000291574,3.37611e-05,3.0692e-05,0.000297712,3.98995e-05,2.14844e-05,8.28683e-05,0.0112609,NA,0.000147321,NA,NA,4.29687e-05,NA,NA,NA,NA,0.000131975,0.000162667,0.000110491,NA,6.13839e-06,NA,6.13839e-06,2.45536e-05,1.84152e-05,NA,3.37611e-05,5.21763e-05,0.00019029,1.5346e-05,8.59375e-05,2.14844e-05,3.98995e-05,3.68303e-05,9.20759e-06,3.0692e-06,9.20759e-06,6.75223e-05,2.76228e-05,9.20759e-06,3.0692e-06,0.000359096,4.91071e-05,9.20759e-06,6.13839e-06,9.20759e-06,NA,NA,NA,0.000135045,3.98995e-05,NA,1.22768e-05,3.37611e-05,9.20759e-05,NA,3.0692e-06,6.75223e-05,3.0692e-06,3.68303e-05,9.20759e-06,1.84152e-05,NA,NA,NA,NA,NA,NA,3.0692e-06,3.0692e-06,NA,0.000181083,6.13839e-06,3.0692e-06,NA,0.000675223,6.13839e-06,0.00452092,NA,NA,NA,NA,NA,11.0654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13839e-06,NA,NA,NA,NA,3.0692e-06,NA,NA,NA,2.14844e-05,NA,NA,NA,NA,NA,NA,0.000613839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID049_MG_T2_S302,0.131157,NA,NA,0.000328141,0.000899741,0.000779775,7.40963e-05,NA,NA,8.46815e-05,0.00121024,0.000190533,0.000511617,0.000190533,NA,0.0005716,7.05679e-06,7.05679e-06,0.000472805,1.7642e-05,1.7642e-05,0.000296385,5.99827e-05,5.99827e-05,0.000151721,0.00899388,NA,8.11531e-05,NA,NA,9.8795e-05,NA,NA,NA,NA,0.000317555,0.000620997,1.7642e-05,NA,1.05852e-05,NA,NA,3.88123e-05,1.05852e-05,7.05679e-06,3.17555e-05,0.000141136,3.88123e-05,2.46988e-05,3.52839e-05,NA,3.52839e-05,0.000112909,1.7642e-05,NA,2.46988e-05,1.7642e-05,3.52839e-06,3.52839e-06,7.05679e-06,0.000137607,0.000194062,7.05679e-06,NA,NA,NA,NA,NA,2.46988e-05,1.05852e-05,NA,3.52839e-06,2.11704e-05,0.000388123,NA,NA,3.88123e-05,NA,2.82272e-05,3.52839e-06,1.7642e-05,NA,NA,NA,NA,3.52839e-06,NA,NA,7.05679e-06,NA,0.000490447,7.05679e-06,NA,NA,0.00160542,NA,0.00369423,7.05679e-06,NA,3.52839e-06,7.05679e-06,NA,13.3139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52839e-06,NA,0.000165835,NA,NA,NA,NA,NA,NA,0.000405765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_ML_T6_S55,0.326667,NA,8.16395e-05,2.72132e-05,0.479476,0.00707153,8.16395e-05,NA,3.88759e-05,0.0016289,0.0195429,0.000279907,0.00191658,1.16628e-05,NA,1.55504e-05,0.00041986,0.0245113,6.99767e-05,0.000812507,0.000688104,0.00185049,9.71898e-05,1.9438e-05,2.72132e-05,0.000793069,3.88759e-06,0.000128291,4.66511e-05,NA,0.000124403,NA,3.88759e-06,NA,3.88759e-05,0.000392647,6.22015e-05,6.22015e-05,NA,3.11008e-05,1.16628e-05,0.00614629,0.0121215,1.9438e-05,7.38643e-05,9.71898e-05,1.16628e-05,0.00150839,3.49883e-05,7.38643e-05,0.000276019,0.000314895,2.72132e-05,NA,7.77519e-06,0.00140342,1.55504e-05,NA,6.22015e-05,1.55504e-05,1.55504e-05,0.0011896,0.00134511,NA,1.55504e-05,0.00227813,NA,0.00420638,3.88759e-06,0.000653116,3.88759e-06,5.44263e-05,NA,0.000443186,NA,7.77519e-06,0.000159391,NA,0.000925247,2.72132e-05,7.77519e-06,0.000738643,0.00211096,NA,NA,7.77519e-06,1.55504e-05,NA,3.88759e-06,3.88759e-06,0.000734755,8.55271e-05,NA,NA,0.000151616,7.77519e-06,0.000120515,0.000435411,0.000610352,7.77519e-06,0.00880929,0.000128291,0.12616,0.00020993,3.88759e-06,0.000287682,NA,NA,0.00370876,NA,NA,NA,NA,NA,NA,NA,3.88759e-06,NA,NA,7.38643e-05,NA,0.000435411,NA,7.77519e-05,NA,NA,NA,NA,NA,NA,7.77519e-06,NA,8.16395e-05,7.77519e-06,NA,NA,NA,NA,1.55504e-05,NA,NA,NA
TG_ID048_ML_T5_S31,11.1347,NA,NA,3.01512e-05,0.00617094,0.00077388,0.000402016,NA,NA,0.000502519,0.00106534,0.000115579,0.0905389,2.5126e-05,NA,5.52771e-05,0.000567847,0.000402016,0.000150756,8.54283e-05,6.03023e-05,0.000211058,2.5126e-05,5.02519e-05,0.000130655,0.0175128,1.50756e-05,0.000427142,9.04535e-05,1.00504e-05,9.54787e-05,NA,5.02519e-06,NA,NA,0.000286436,0.000115579,0.000105529,NA,2.5126e-05,3.51764e-05,9.54787e-05,0.000226134,5.02519e-06,2.01008e-05,0.000351764,4.52267e-05,0.000306537,0.000381915,6.53275e-05,0.000216083,0.000577897,4.52267e-05,5.02519e-06,3.51764e-05,0.000190957,8.04031e-05,2.01008e-05,0.000241209,3.51764e-05,6.03023e-05,8.04031e-05,4.02016e-05,NA,5.02519e-05,2.01008e-05,NA,0.000718603,0.000115579,0.000226134,NA,2.01008e-05,1.00504e-05,7.53779e-05,1.00504e-05,1.50756e-05,0.000130655,NA,0.000201008,2.5126e-05,6.53275e-05,NA,1.00504e-05,5.02519e-06,NA,3.51764e-05,2.01008e-05,1.00504e-05,5.02519e-06,5.02519e-06,0.000190957,5.02519e-06,NA,NA,0.00240204,NA,0.00483926,0.000296486,NA,1.50756e-05,NA,5.02519e-06,0.328442,NA,NA,NA,5.02519e-06,NA,NA,NA,NA,NA,NA,1.00504e-05,NA,NA,NA,NA,NA,NA,NA,1.00504e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_ML_T4_S14,17.4772,NA,NA,NA,0.000523779,4.36482e-05,0.00218241,NA,NA,0.000218241,0.000261889,NA,0.146396,NA,NA,NA,0.000305538,4.36482e-05,NA,NA,4.36482e-05,0.000130945,NA,4.36482e-05,NA,0.00270619,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000174593,0.000130945,NA,NA,0.000130945,8.72964e-05,0.000261889,NA,NA,NA,0.00104756,0.000130945,0.000436482,0.000174593,4.36482e-05,NA,0.000174593,8.72964e-05,NA,NA,NA,NA,NA,0.00048013,NA,NA,4.36482e-05,NA,NA,NA,NA,NA,NA,8.72964e-05,4.36482e-05,NA,4.36482e-05,NA,4.36482e-05,NA,NA,0.000218241,NA,0.000218241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000174593,NA,NA,NA,0.000349186,NA,0.000829316,NA,NA,NA,NA,NA,0.0345694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_ML_T3_S5,10.3547,9.76607e-06,NA,2.92982e-05,0.0197502,8.46393e-05,0.00141282,NA,NA,0.000185555,0.00023113,3.90643e-05,0.0717643,9.76607e-06,NA,3.25536e-05,0.000400409,0.000540389,4.23196e-05,2.92982e-05,1.95321e-05,8.13839e-05,1.30214e-05,9.76607e-06,4.88303e-05,0.0156648,3.25536e-06,0.0001823,5.85964e-05,NA,1.62768e-05,NA,6.51071e-06,NA,NA,0.000100916,1.95321e-05,1.30214e-05,3.25536e-06,2.27875e-05,1.95321e-05,6.83625e-05,0.000556666,NA,3.25536e-06,0.000302748,5.85964e-05,0.000201832,0.000237641,4.88303e-05,0.000120448,0.000221364,4.23196e-05,3.25536e-06,9.76607e-06,7.81286e-05,3.58089e-05,9.76607e-06,0.000113937,6.51071e-06,6.51071e-06,2.27875e-05,9.76607e-06,NA,2.92982e-05,9.76607e-06,NA,0.00134121,4.23196e-05,9.76607e-05,NA,6.83625e-05,NA,3.90643e-05,6.51071e-06,9.76607e-06,9.76607e-05,NA,0.000100916,NA,3.58089e-05,NA,1.30214e-05,NA,NA,3.25536e-05,6.51071e-06,NA,6.51071e-06,NA,0.000175789,NA,3.25536e-06,NA,0.00117193,3.25536e-06,0.00426777,0.00104171,NA,NA,1.30214e-05,NA,0.50472,NA,NA,NA,NA,NA,NA,3.25536e-06,NA,NA,6.51071e-06,NA,NA,NA,NA,NA,NA,3.25536e-06,NA,NA,NA,4.5575e-05,NA,NA,NA,NA,NA,NA,1.30214e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_ML_T2_S148,0.000273868,NA,NA,NA,0.000743355,0.0075118,3.9124e-05,NA,NA,0.00109547,0.0328641,0.000273868,3.9124e-05,NA,NA,NA,0.000821603,0.000156496,0.000430364,0.000117372,3.9124e-05,0.000821603,NA,0.000117372,3.9124e-05,7.82479e-05,NA,0.00019562,NA,NA,0.000312992,NA,NA,NA,NA,0.000547736,0.000508612,0.000352116,NA,0.000234744,NA,0.00172145,0.00039124,NA,7.82479e-05,0.000117372,NA,0.000860727,7.82479e-05,0.00019562,0.000430364,0.000273868,3.9124e-05,NA,3.9124e-05,0.000117372,NA,NA,0.000117372,NA,3.9124e-05,3.9124e-05,NA,NA,3.9124e-05,NA,NA,NA,NA,3.9124e-05,NA,0.000273868,3.9124e-05,7.82479e-05,NA,NA,0.000156496,3.9124e-05,0.000273868,0.000273868,3.9124e-05,NA,NA,NA,NA,NA,3.9124e-05,NA,7.82479e-05,NA,NA,NA,NA,NA,7.82479e-05,NA,0.00019562,NA,3.9124e-05,NA,NA,NA,0.0595858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9124e-05,3.9124e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82479e-05,NA,NA
TG_ID048_MG_T6_S43,0.0660652,NA,NA,0.000120113,0.00103143,2.09371e-05,0.000174108,NA,2.2039e-06,0.000105787,4.84858e-05,9.91755e-06,0.000992857,7.16268e-05,NA,0.000479348,2.75488e-05,1.76312e-05,0.00163529,2.97527e-05,3.96702e-05,0.000331687,1.87332e-05,0.0013554,2.64468e-05,0.0289064,1.10195e-06,0.000107991,6.6117e-06,NA,9.58697e-05,NA,NA,NA,1.10195e-05,0.000247939,0.000651253,8.70541e-05,1.10195e-06,2.09371e-05,3.30585e-06,1.10195e-06,1.10195e-06,1.10195e-06,5.50975e-06,3.63644e-05,0.000212676,8.59521e-05,0.000602767,5.61995e-05,0.000171904,7.16268e-05,5.50975e-05,NA,2.2039e-06,1.10195e-05,3.30585e-05,2.75488e-05,2.2039e-05,7.71365e-06,0.000212676,4.18741e-05,1.21215e-05,NA,1.32234e-05,1.10195e-06,NA,1.65293e-05,7.93404e-05,2.64468e-05,NA,NA,8.8156e-06,3.08546e-05,1.10195e-06,NA,0.000121215,2.2039e-06,2.3141e-05,1.43254e-05,6.17092e-05,NA,NA,NA,NA,1.10195e-06,2.2039e-06,2.2039e-06,4.4078e-06,3.30585e-06,0.000582932,5.50975e-06,2.2039e-06,NA,0.00521222,NA,0.00864149,NA,2.2039e-06,4.4078e-06,NA,1.10195e-06,6.87449,NA,NA,NA,NA,NA,3.30585e-06,NA,NA,2.2039e-06,NA,NA,NA,NA,NA,4.84858e-05,NA,NA,NA,5.50975e-06,NA,0.00021488,NA,NA,NA,NA,NA,NA,0.000253449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_MG_T5_S19,0.103541,2.82828e-06,NA,0.000101818,0.00188364,1.13131e-05,0.00011596,NA,NA,9.89899e-05,6.50505e-05,1.69697e-05,0.00118222,5.65656e-05,NA,0.000319596,1.13131e-05,1.41414e-05,0.00323273,2.26263e-05,4.52525e-05,0.000330909,1.69697e-05,0.00269252,1.13131e-05,0.0304465,2.82828e-06,0.000110303,NA,NA,3.67677e-05,NA,NA,NA,8.48485e-06,0.000251717,0.000407273,9.0505e-05,NA,2.26263e-05,2.82828e-06,2.82828e-06,5.65656e-06,2.82828e-06,2.82828e-06,4.52525e-05,0.000127273,8.48485e-05,0.000653333,6.22222e-05,0.000214949,4.52525e-05,4.52525e-05,1.9798e-05,1.69697e-05,8.48485e-06,1.9798e-05,1.69697e-05,8.48485e-06,2.82828e-06,0.000161212,3.39394e-05,2.26263e-05,5.65656e-06,8.48485e-06,NA,NA,NA,7.0707e-05,3.11111e-05,NA,2.82828e-06,NA,4.80808e-05,2.82828e-06,NA,0.000149899,2.82828e-06,2.26263e-05,1.13131e-05,5.09091e-05,NA,NA,NA,NA,NA,2.82828e-06,2.82828e-06,NA,5.65656e-06,0.000435555,8.48485e-06,5.65656e-06,NA,0.00550666,NA,0.00888646,NA,NA,2.82828e-06,NA,NA,6.54112,NA,NA,NA,2.82828e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13131e-05,5.65656e-06,NA,NA,5.65656e-06,NA,0.000144242,NA,NA,NA,NA,NA,NA,0.000226263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
